name,phone
Munajat Travel & Tours Sdn Bhd,+6 (014) 8046553
Munawwarah An Nabawi Travel Management Sdn Bhd,+60 (07) 2396102
Mursyid Alharamain Travel & Tours Sdn Bhd,+06 (03) 55100793
Muslimcation Travel & Tours Sdn Bhd,+60 (10) 5260491
Muslimin Travel & Tours (M) Sdn. Bhd.,+60 (03) 40214331
Muslimtravelbug Sdn Bhd,+06 (03) 89575770
Mussah Poteh Holiday Sdn Bhd,+60 (089) 771512
Mutama Holidays Sdn Bhd,+60 (16) 8988084
Mutiara Smile Holiday Sdn. Bhd.,+60 (019) 4118935
Mutiara Travel Agencies Sdn. Bhd.,+60 (04) 2614522
MVT Travel Solution Sdn Bhd,(03) 22762721
My & Yang Holidays Sdn Bhd,+60 (3) 91077858
My Edeals Holidays Sdn Bhd,+60 (03) 40108212
My Exploria Travel & Services Sdn Bhd,+60 (06) 2930167
My Islands Tours & Travels Sdn Bhd,+06 (012) 9819332
My Itravel Sdn. Bhd.,+60 (5) 2419673
My Kim Travel Sdn Bhd,+60 (089) 776566
My Living Hope (MM2H) Sdn Bhd,+06 (088) 492431
My Passion Travel Sdn Bhd,+60 (04) 2937926
My Perfect Travel & Tours Sdn Bhd,+6 (03) 23895550
My Privilege Holidays Sdn. Bhd.,+60 (03) 92827787
My Tourism Travel Sdn Bhd,+6 (03) 80643333
My Travel Expert (M) Sdn. Bhd.,+60 (11) 11222700
My Vacation Travel Sdn Bhd,+60 (03) 21619898
Mybest Travel & Tours Sdn Bhd,+60 (03) 92213598
Myvalue Travel Sdn. Bhd.,+60 (03) 92218882
MZ Holidays Sdn. Bhd.,+006 (04) 7719713
MZZ Permata Holiday Sdn. Bhd.,+06 (013) 4358612
N Helzy Rent A Car & Travel Sdn Bhd,+60 (088) 258484
N. J. Tours Sdn. Bhd.,+60 (016) 2747433
Nadi Borneo Tours Sdn. Bhd.,+6 (088) 210808
Nakawa Holidays Sdn Bhd,+60 (09) 5173396
Nanyang Tours & Travel Sdn. Bhd.,+06 (03) 42784952
Nara Travel & Tour Sdn Bhd,+6 (03) 27330661
Narsco Travel & Tours Sdn Bhd,+06 (03) 42575497
Narsqo Holidays Sdn. Bhd.,+06 (03) 23822224
Nasalis Larvatus Tours Sdn. Bhd.,+60 (088) 230534
Nathan Travel & Tours Sdn Bhd,+6 (05) 6211920
Natol Holidays & Tours Sdn. Bhd.,+06 (082) 505028
Nawwarah Travel & Tours Sdn. Bhd.,+60 (019) 6924430
NCR Travel & Tours Sdn Bhd,+60 (03) 91018880
NE Borneo Tour & Travel Services Sdn Bhd,+6 (088) 728871
Neskop Travel Agency & Tours Sdn Bhd,+60 (06) 7624428
Nest Travel Services Sdn. Bhd.,+60 (084) 331577
New Bob Rent-A-Car  & Tours Sdn. Bhd.,+60 (04) 2291111
New Century Holidays Sdn. Bhd.,+60 (016) 8883681
New Hoong Yoon Travel and Tours Sdn Bhd,+60 (018) 9831383
New Journey Travel & Tours Sdn.Bhd.,+006 (010) 7667893
New MST Transport Holiday Sdn. Bhd.,+60 (013) 8682870
New Pac Travel & Tour Sdn. Bhd.,+06 (06) 7612333
New Star Holidays Sdn. Bhd.,(03) 90553308
New To View Travel & Tours Sdn Bhd,+06 (03) 33592575
Newstar Pavilion Value Travel Sdn Bhd,+06 (284) 9800
NF Vibrant Holidays Sdn Bhd,+60 (04) 9532391
Ngan Travel Services Sdn. Bhd.,+6 (085) 285570
Nhafirah Tours & Travel Rent A Car Sdn Bhd,+60 (088) 475777
Nice Tours & Travel Sdn Bhd,+60 (016) 5168868
Nirin Travel & Tours Sdn Bhd,+60 (016) 4479157
NJ Holiday & Leisure Sdn Bhd,+60 (06) 3182926
NKE Travel & Tours Sdn Bhd,+60 (04) 7331120
Noble Inworld Scuba Resort & Tours Sdn Bhd,+089 (782) 334
Nor World Travel & Tours Sdn Bhd,+60 (06) 6718129
North Borneo Biostation Travel Sdn Bhd,+60 (010) 8037310
North Borneo Safari Sdn Bhd,+6 (089) 211441
Novia Holidays Sdn Bhd,+6 (03) 42882108
NRH One Travel & Tours Sdn Bhd,+60 (04) 6885042
Nuh Travel & Tours Sdn Bhd,+6 (03) 87401193
Nur Multazam Travel & Services Sdn Bhd,+60 (088) 216366
Nur Ummati Travel  & Tours Sdn Bhd,+06 (03) 0123240100
Nuratiqah Travel & Tours Sdn Bhd,+60 (09) 7901305
Nuri Mesra Travel & Tours Sdn. Bhd.,+60 (03) 32648313
Nurnielamsari Travel Sdn. Bhd.,+60 (89) 773909
Nusantara Discovery Sdn. Bhd.,+60 (03) 21418678
Nusatra Tours Sdn Bhd,+60 (03) 87338202
Nuzha Travel & Tours Sdn Bhd,+60 (03) 89399053
NZ Falah Travel & Tours Sdn. Bhd.,+6 (013) 4167591
NZ World Tours & Travels Sdn Bhd,+60 (07) 2071556
Ocean Delight Tours & Travel Sdn Bhd,+60 (088) 283808
Ocean Island Travel & Tour Sdn Bhd,+60 (09) 6978332
Ocean Jupiter Tour & Rental (M) Sdn Bhd,+60 (04) 8813020
Ocean Link Holidays Sdn Bhd,+60 (012) 5959595
Ocean Scorp Travel & Tours Sdn. Bhd.,+6 01140674163
Oceanic Langkawi Holidays Sdn Bhd,+6 (04) 9667577
Oh Yes Tour Sdn. Bhd.,+6 (088) 211774
OK Travel & Tours Sdn. Bhd.,+60 (03) 80601343
Olive Travel Sdn Bhd,+60 (03) 77317972
Olympik Holidays Sdn. Bhd.,+60 (03) 89267888
Om Bersatu Travel & Tours (M) Sdn Bhd,+60 (06) 3177707
One Holidays Above Sdn.Bhd.,+06 (012) 3929711
One To Six Travel & Tour Sdn. Bhd.,+06 (07) 3311126
One Wayang Tours Sdn. Bhd.,+60 (82) 230799
One World Travel & Tours Sdn Bhd,+60 (03) 22764455
Onederful Vacation Sdn Bhd,+06 (03) 56352595
Onestop Borneo Wildlife Tour & Travel Sdn. Bhd.,+60 (12) 8248052
Ontravel & Tour Sdn. Bhd.,+06 (03) 62501478
Open HNT Travel & Tours Sdn Bhd,+60 (03) 42601202
Orange Car Rental & Tours Sdn Bhd,-
Orbitz Travel & Car Hire Sdn Bhd,+06 (03) 92056111
Orchid Dynasty Travel & Tours Sdn.Bhd,+60 (07) 9316998
Orex Travel & Tours Sdn. Bhd.,+06 (03) 20531220
Orical Travels Sdn Bhd,+6 (03) 20266612
Orient City Tours Sdn. Bhd.,+60 (09) 5669657
Orient Escape Travel Sdn. Bhd.,+06 (03) 21628801
Orient Holidays Sdn. Bhd.,+60 (082) 418899
Orient Travel & Tours Sdn. Bhd.,+60 (017) 3318171
Oriental Grace Travel Sdn. Bhd.,+06 (06) 2834108
Orix Car Rentals Sdn Bhd,+06 (03) 92847799
Oscar Holidays Sdn Bhd,+60 (03) 26944803
Our Deen Travel & Tours Sdn Bhd,+06 (03) 61489980
Outback Venture Sdn Bhd,+06 (088) 771251
P & P Easy Travel Holidays Rent A Car & Tours Sdn Bhd,-
Pacific World Destination East Sdn Bhd,-
N. J. Tours Sdn. Bhd.,+60 (016) 2747433
Pacific World Travel Sdn. Bhd.,+60 (03) 21413899
Padas Jaya Rent A Car Sdn. Bhd.,+6 (087) 425220
Painah Travel And Tours Sdn Bhd,+60 (019) 7799445
Palm Park Travel & Tours Sdn Bhd,+60 (11) 19027888
Pan Bright Travel Service Sdn Bhd,+06 (088) 218090
Pan Fui Liong Travel Sdn Bhd,+6 (087) 331553
Pan Pacific Travel & Tours Sdn Bhd,+60 (06) 6775833
Panca Waja Holidays Sdn Bhd,+60 (07) 2354866
Pancaran Matahari Travel & Tours Sdn. Bhd.,+6 (04) 7208388
Pancuran Holidays Sdn. Bhd.,+60 (03) 41065266
Pandanan Dive Adventure Sdn Bhd,+60 (089) 782420
Panorama Destination (M) Sdn Bhd,+60 (03) 92269696
Panorama Travel & Tours Sdn Bhd,+06 (03) 62612820
Paradise 101 Sdn Bhd,+60 (03) 21425890
Paradise Travel & Tours Sdn. Bhd.,+60 (03) 20706055
Parlo Tours Sdn. Bhd.,+06 (03) 27266099
Pasir Belanda Resort & Travel Sdn. Bhd.,+06 (09) 7718506
Passage Tours & Travel Sdn. Bhd.,+60 (07) 4310171
Patt Abi Travel & Tours Sdn Bhd,+60 (03) 80605128
Pavilion Tours & Travel Sdn Bhd,+60 (03) 92826168
Paradise Travel & Tours Sdn. Bhd.,+60 (03) 20706055
PDC Travel Sdn Bhd,+60 (03) 89128982
Peace Travel & Tours Sdn Bhd,+60 (03) 33418842
Pearl Holiday (M) Travel & Tour Sdn Bhd,+6 (016) 5840611
Pearl Holiday (M) Travel & Tour Sdn. Bhd.,+60 (03) 89249999
Pearl Star Travel & Tours (M) Sdn Bhd,+60 (13) 2403969
Pelancongan Damai Mesra Sdn. Bhd.,+60 (013) 4261344
Pelancongan Gagasan Sdn Bhd,+06 (06) 4541004
Pelancongan Kiah Teng Sdn. Bhd.,+06 (09) 2771480
Pelancongan Madinab Sdn. Bhd.,+06 (06) 9874793
Pelancongan Merdeka Sdn Bhd,+06 (082) 235235
Pelancongan Merdeka Sdn Bhd,+6 (085) 432828
Pelancongan Taikar Worldmart Sdn. Bhd.,+06 (088) 389729
Pelancungan Dunia Raya Sdn. Bhd.,+06 (03) 23001826
Pelancungan Etonic Sdn. Bhd.,+60 (03) 20221668
Pelancungan Malinja Sdn. Bhd.,+06 (03) 21482788
Pengangkutan Awam Putrajaya Travel & Tours Sdn Bhd,+60 (03) 88904788
Pens Leisure and Services Sdn Bhd,+60 (04) 9765868
Pentagon Travel & Tours Sdn.Bhd.,+60 (03) 60926688
People Express Travel Sdn Bhd,+60 (03) 90580882
Perangsang Vacation Sdn. Bhd.,+60 (03) 90803831
Perfect Vacation Sdn. Bhd.,+088 (088) 722589
Perhentian Setia Travel & Tours Sdn. Bhd.,+60 (013) 9122581
Perhentian Trans Holidays Sdn Bhd,+60 (09) 6903269
Perkhidmatan Perjalanan Merdeka Sdn Bhd,+6 (089) 772531
Permai Rantau Travel Sdn Bhd,+6 (03) 42702433
Permata Holidays Sdn Bhd,(013) 5977027
Persada Global Holidays Sdn Bhd,+60 (09) 77344522
Persada Oasis Travel & Tours Sdn. Bhd.,+60 (03) 87401392
Persada Travel & Tours Sdn Bhd,+6 (04) 4955399
Persona Holiday Sdn Bhd,+60 (04) 7338487
Perwira Holidays Sdn Bhd,+60 (3) 60781335
Pesona Holidays (M) Sdn. Bhd.,+60 (04) 2834514
Phoenix Capital Car Rental Holidays Sdn. Bhd.,+6 (012) 6623883
Phoenix Series Travel & Tour Sdn Bhd,+6 (017) 8993380
Pikats Travel & Tours (M) Sdn. Bhd.,+60 (05) 5265306
Pine Holidays Sdn Bhd,+6 (03) 42662878
Pine Meridian Tours Sdn Bhd,+60 (03) 79722699
Ping Anchorage Travel & Tours Sdn. Bhd.,+60 (09) 6262020
Pinnacle Travel & Tours Sdn Bhd,+6 (03) 92023773
Platinum Gesture Travel & Tours Sdn. Bhd.,+06 (03) 27227141
Plus & Plus Travel & Tours Sdn Bhd,+60 (03) 91337153
PNL Travel Sdn. Bhd.,+60 (03) 92844859
Poh Hai Travel & Transports Sdn Bhd,+06 (05) 7161645
Poly-Travels Sdn. Bhd.,+60 (05) 8081515
Popular Express Travel Sdn. Bhd.,+60 (088) 221313
Poto Travel & Tours Sdn. Bhd.,+60 (03) 92006640
Power Tours & Travel Sdn. Bhd.,+06 (088) 251370
Powerful Travel & Tours Sdn. Bhd.,+06 (016) 2012623
Poyou Holidays Sdn Bhd,+60 (03) 62423248
PPNJ Tours & Travel Sdn Bhd,+60 (07) 2359002
Prabhu Travel Sdn Bhd,+60 (03) 20220124
Premier Star Transport & Tours Sdn Bhd,+60 (017) 8180007
Premium Star Car Rentals & Tours Sdn. Bhd.,+60 (06) 126389999
Premium Travel Holidays Sdn. Bhd.,+60 (03) 95466068
Prestasi Travel and Tours Sdn Bhd,+60 (06) 2613660
Prestige Platinum Vacation (M) Sdn. Bhd.,+60 (03) 90549401
Prestige Vacation Network Sdn. Bhd.,+06 (03) 62516688
Pro Eco Adventure Sdn Bhd,+60 (03) 79324100
Probid Ventures Sdn Bhd,+60 (3) 42514968
Prospa Travel And Tours Sdn Bhd,+6 (03) 22723860
Prosperity Travel & Tours Sdn. Bhd.,+06 (06) 2811911
Proven Reliance Travel & Educare Sdn Bhd,+6 (03) 27720915
Proxima Travel & Tours Sdn. Bhd.,+06 (06) 7617100
Pryxious Holidays Planner Sdn Bhd,+06 (03) 74960199
PSSB Travel & Tours Sdn. Bhd.,+60 (013) 8080615
PST Travel Services Sdn. Bhd.,+60 (03) 26172000
PT Asia Mentari Travel Sdn Bhd,+60 (04) 3706202
PTS Travel & Tours Sdn Bhd,+006 (04) 3232111
Pulau Ketam Greenway Tour Service Sdn.Bhd.,+60 (013) 3616668
Puncak Geliga Holidays Sdn Bhd,+60 (09) 8582128
Pure Value Travel & Tours Sdn Bhd,+60 (07) 5506476
Q5 Travel & Tours Sdn. Bhd.,+60 (12) 4641943
Qalam Travel Sdn Bhd,+60 (03) 58860854
Qalesya Travel And Services Sdn Bhd,+06 (03) 51247020
Qashwa Travel Sdn Bhd,+60 (09) 7406488
Qasswa Travel & Tours (M) Sdn Bhd,+6 (07) 2306250
QC Car Rental Sendirian Berhad,+60 (03) 78807188
QEM Worldwide  Travel (M) Sdn Bhd,+60 (03) 92246333
Qiezma Travel & Tours Sdn Bhd,(07) 7992282
QISA Travel Sdn Bhd,+60 (04) 9770096
QQ Holidays Travel & Tour Sdn. Bhd.,+60 (4) 9668019
Queensway Travel Sdn. Bhd.,+60 (084) 331599
Quest Vacation Sdn Bhd,+60 (03) 79836236
R.A.M Travel & Tours Sdn Bhd,+60 (03) 88886816
R.H. Tours & Travel Agency Sdn. Bhd.,+60 (084) 316767
Race Tours Sdn. Bhd.,+6 (088) 273992
Rafflesia Excursions Holidays Sdn Bhd,-
Raha Legacy Holidays Sdn. Bhd.,+06 (03) 55218558
Rainbow World Travel & Tours Sdn Bhd,+06 (03) 80240448
Rajawali Bintang Travel Sdn Bhd,+06 (07) 2235989
Rakan Kota Leisure Sdn Bhd,+6 (010) 4590530
Rarecation Travel Sdn Bhd,+60 (016) 6261801
Raudhah Jaya Travel & Tours Sdn Bhd,+60 (09) 8584747
Ravi Sharma Travel Sdn. Bhd.,+60 (04) 2632145
Rawang Happy Travel Sdn Bhd,+6 (03) 60932003
Raya Holidays Sdn Bhd,+60 (088) 212081
Rayhan Haramain Tours & Travel Sdn Bhd,+6 (12) 3497796
Rayhar Travels Sdn Bhd,+06 (09) 8592942
Raymil Travel & Tours Sdn Bhd,+6 (03) 61275399
RBY Sea Tours Sdn Bhd,+60 (012) 4767487
Red Apple Travel & Tours (M) Sdn Bhd,+60 (03) 79815816
Red Flower Tour Sdn.Bhd.,+60 (03) 82113966
Redang Aquatic Adventure Sdn. Bhd.,+06 (03) 20315079
Redang Bay Resort Travel & Tours Sdn Bhd,+60 (09) 6203204
Redang Holiday Beach Resort Sdn Bhd,+60 (09) 6245500
Redang Pelangi Resort Tour & Travel Sdn Bhd,+60 (09) 6242158
Redang Reef Resort Travel & Tours Sdn. Bhd.,+60 (09) 6226181
Redefining Travel Sdn. Bhd.,+6 (088) 260686
Reeya Signature Holidays (M) Sdn Bhd,+6 (04) 3999496
Rejoice Tours & Travel Services Sdn Bhd,+60 (088) 291888
Rekobumi Travel Agency Sdn Bhd,+6 (089) 777722
Relax Tours & Travel Sdn Bhd,+60 (06) 7637899
Relaxzgo Travel Sdn. Bhd,+60 (03) 89539028
Reliance Premier Travel Sdn Bhd,(03) 90748699
Renungan Mesra Travel & Tours Sdn Bhd,+6 (016) 3777817
Resorts World Tours Sdn Bhd,+60 (03) 23333256
Revathe Inter Travel Sdn Bhd,+06 (06) 7619707
Rhinoairiel Travel & Tours Sdn Bhd,+60 (5) 2424666
Ria Travel & Tours Sdn Bhd,+006 (03) 22027225
Riang Ria Travel & Transport Sdn Bhd,+60 (03) 87689725
Rich Borneo Nature Holiday Sdn Bhd,+6 (017) 8955177
Right Vision Travel Sdn Bhd,+6 (03) 42926363
Righteous Travel & Tours Sdn. Bhd.,+60 (5) 2555585
Rihla Travel & Tours Sdn Bhd,+60 (3) 78319005
Rinhanie Travel & Tours Sdn Bhd,+60 (06) 4981268
Ris Travel Sdn Bhd,+60 (09) 7477213
Risesky Tours & Travel Sdn Bhd,-
Rishada Limo & Holiday Sdn. Bhd.,+06 (09) 8505602
Rizqin Travel & Tours Sdn Bhd,+6 (03) 87052444
RJ Ila Tours Sdn Bhd,+60 (03) 61519500
RJT Trans Holiday & Tour Sdn Bhd,+60 (03) 51313969
RM Lywanis Travel & Tours Sdn Bhd,-
RMH Travel & Tours Sdn Bhd,+60 (07) 3647212
RMS Travel & Tours Sdn Bhd,+006 (03) 58919998
RNR Budget Holiday Sdn. Bhd.,+60 (019) 9279053
Roach Reefs Tours Sdn Bhd,+06 (089) 784623
Romance Holiday Travel & Tour Sdn. Bhd.,+60 (010) 3829943
Romantic Holiday Travel & Tours Sdn Bhd,+60 (088) 538832
Rosli Travel & Tour Sdn. Bhd.,+60 (03) 33789312
Routers Tours & Travel Sdn Bhd,+60 (12) 4861105
Roystar Travel & Tours Sdn. Bhd.,+60 (03) 21488820
RR Holiday Sdn. Bhd.,-
RRAB Travel & Tours Sdn Bhd,+6 (03) 78652693
RTS Malaya (MM2H) Sdn Bhd,+603 (03) 92001570
Rudi Holidays Sdn. Bhd.,+06 (07) 5203014
Rustic Borneo Travel Sdn. Bhd.,+088 (385) 622
Ruyi Travel Sdn. Bhd.,+60 (06) 9516161
S I Tours Sdn Bhd,+60 (089) 633501
S.A.I. Tours Sdn. Bhd.,+60 (03) 62597473
S.P. Lagenda Holidays Sdn. Bhd.,+60 (019) 9230569
S.T. Travel Services Sdn Bhd,+60 (089) 668741
Sa Sino American Travel Corporation Sdn Bhd,+60 (09) 7441198
Safar Al Ghazali Travel & Tours Sdn Bhd,(082) 647701
Safar Global Trips Sdn Bhd,+06 (018) 7121212
Safuan Travel & Holidays Sdn. Bhd.,+60 (03) 27118033
Saidina As Siddiq Travel & Tours Sdn Bhd,+60 (7) 2621616
Sakan Travel & Tours Sdn. Bhd.,+60 (05) 7773390
Salam Golden Travel Sdn Bhd,+60 (017) 8989055
Salam Hijrah Holidays Sdn Bhd,-
Salam Vacation (M) Sdn Bhd,+60 (03) 42854002
Saleena Global Travel Sdn Bhd,+60 (03) 87418050
Samasa Tours & Travel Sdn. Bhd.,+60 (082) 258888
Samavest Tours & Travel Sdn Bhd,+60 (04) 9667087
Samrah Travel Sdn. Bhd.,+60 (09) 7475115
Samudera Transport And Tours Sdn. Bhd.,+6 (05) 6890300
San Cheong Kong Travel & Tours Sdn. Bhd.,+60 (06) 7643333
Sandakan Hotspot Tours & Travel Sdn Bhd,+6 (012) 8669213
Sandakan Travel Service Sdn. Bhd.,+6 (089) 218112
Sanmoor Rent-A-Car & Tours (M) Sdn. Bhd.,+60 (06) 6774133
Sansui Adventures (Borneo) Sdn Bhd,+60 (88) 212855
Saptavarnaa Tour & Travels Sdn Bhd,+6 (03) 20726494
Sara Holidays Sdn Bhd,+60 (03) 87406202
Sarawak Travel Service (Sabah) Sdn. Bhd.,+06 (088) 253361
Sari Pacifica Travel & Tours Sdn Bhd,+60 (03) 97701055
Sarjana Travel And Tours Sdn Bhd,+60 (03) 41615747
SASMalaysia Tours & Travel Sdn Bhd,+6 (04) 2626688
SASMalaysia Tours & Travel Sdn. Bhd.,+60 (04) 7718182
Satguru Travel & Tours Sdn Bhd,+60 (03) 21411878
Save Park Holidays Sdn. Bhd.,+60 (09) 6978366
Savvy Media Tours And Travel Sdn Bhd,+60 (82) 570340
Sayu Travel & Tours Sdn. Bhd.,+60 (085) 426100
Airborne Sdn. Bhd.,+60 (04) 2632141
Sayu Travel & Tours Sdn. Bhd.,-
Chan Chee Kheong & Brothers Travel Sdn. Bhd.,+60 (05) 2541244
TravelBiz & Tours Sdn. Bhd.,+60 (03) 22988000
Sayu Travel & Tours Sdn. Bhd.,+60 (88) 338288
Sayu Travel & Tours Sdn. Bhd.,-
Sayu Travel & Tours Sdn. Bhd.,-
SB Tours Sdn Bhd,+60 (013) 4144649
SC Southern Tours & Travel Sdn Bhd,+06 (07) 2521062
Scenic-Sights Travel & Tours (M) Sdn Bhd,+6 (019) 7139228
SCHA Holidays Sdn Bhd,+016 (280) 6082
Scuba Symphony Sdn Bhd,+60 (3) 77197197
Scubaholics Sdn. Bhd.,+60 (088) 260181
Sea Bog Bog Travel & Tours Sdn. Bhd.,-
Sea Quest Tours & Travel Sdn Bhd,+06 (088) 261199
Sea Travel and Tours Sdn. Bhd.,+60 (03) 91342010
Seagull Travel & Services (M) Sdn. Bhd.,+06 (04) 4905333
Seahorse Sipadan Scuba Sdn. Bhd.,+60 (089) 788150
Sealantis Dive Centre Sdn. Bhd.,+60 (03) 77269932
Seamaui Borneo Sdn. Bhd.,+006 (019) 6729328
Seaventures Dive Rig Sdn. Bhd.,+60 (088) 269899
Sedco Travel & Tours Sdn. Bhd.,+60 (88) 313900
Sedunia Travel Services Sdn. Bhd.,+06 (03) 21481022
See U Now Holidays Sdn Bhd,+60 (04) 9611063
Segalong Holidays Sdn Bhd,+60 (089) 774678
Segamat Travel & Tours Sdn. Bhd.,-
Segen Sea Tours Sdn. Bhd.,+60 (87) 504337
Semadang Borneo Adventure Sdn. Bhd.,+60 (013) 8042118
Semayor Travel Service Sdn. Bhd.,+60 (084) 318287
Semporna Blue Reef Dive & Tous Sdn. Bhd.,+06 (089) 782088
Semporna Octopus Holiday Tour Sdn Bhd,+60 (013) 8500998
Semporna Scuba Sdn Bhd,+60 (089) 782318
Semporna Smart Tours Sdn Bhd,+06 (089) 782043
Senett Travel Agencies Sdn Bhd,+60 (082) 428991
Sensation Holidays Sdn Bhd,+60 (03) 79873799
Sensational Holidays (Borneo) Sdn Bhd,+60 (088) 386691
Sentai Tours & Travel Sdn Bhd,+6 (088) 233760
Corporate Information Travel Sdn. Bhd.,+60 (03) 20919988
Sentiasa Travel Services Sdn. Bhd.,+06 (084) 329293
Seon Travel & Transport Sdn Bhd,+60 (3) 62806596
Sepilok Tropical Wildlife Adventure Sdn. Bhd.,+06 (089) 271077
Serata Awana Holidays & Tours Sdn Bhd,+60 (03) 40244116
Seri Alijah Travel & Tours Sdn Bhd,+60 (03) 87405070
Seri Intan Holiday Sdn Bhd,+60 (07) 4131620
Seri Intan Transport & Holiday Sdn Bhd,+06 (07) 4131620
Seri Kembangan Travel & Tours Sdn. Bhd.,+60 (03) 89486363
Seri Maju Holidays & Tour Sdn Bhd,(03) 87333562
Seri Mechan Travel Sdn. Bhd,+06 (03) 26930458
Set Travel & Tours (M) Sdn Bhd,+60 (04) 2620515
SF Trouvaille Holidays Sdn Bhd,+60 (17) 8164108
Shafat Travel And Tours Holdings Sdn Bhd,+006 (03) 60399874
Shah Continental Travel Sdn Bhd,+60 (03) 20313777
Shah Kawi Holidays Sdn Bhd,+60 (04) 9665433
Shahmie Travel & Tours Sdn Bhd,+60 (03) 61510313
Shahmie Vacation Sdn Bhd,+60 (03) 61586313
Sham Discover Travel & Tours Sdn Bhd,+06 (07) 5205430
Shammah Holiday Sdn.Bhd.,+60 (05) 2429921
Shanhua Travel & Tours (M) Sdn. Bhd.,+60 (04) 5933978
Shazac Travel & Tours Sdn Bhd,+60 (03) 77276552
Sheh Travel & Tours Sdn. Bhd,+60 (03) 20949958
Show Travel & Tours Sdn. Bhd.,+6 (013) 8701870
Shukran Travel & Tours Sdn. Bhd.,-
"Shukri, Lee & Ng Tour Transport Company Sdn. Bhd.",+60 (03) 92056752
Sibu Orient Travel Service Sdn. Bhd.,+60 (084) 318833
Sibu Travel Agency Sdn. Bhd.,+60 (084) 215353
Sierra Maya Travel & Tours Sdn Bhd,+60 (082) 662189
Sifuwann Travel And Tours Sdn. Bhd.,+60 (016) 9216653
Sila Tour & Travel Sdn Bhd,+60 (03) 40411953
Silver-Econ Travel Service Sdn. Bhd.,+60 (04) 629885
Silviu Tour & Travel Sdn. Bhd.,+60 (03) 51623368
Simply Borneo Tours Sdn Bhd,+6 (016) 8109338
Simply UMH Travel Services Sdn Bhd,+60 (06) 8503373
Sin Hua Travel Service (Kuching) Sdn. Bhd.,+60 (082) 246688
Sin Hua Travel Service Sdn Bhd,+60 (084) 338566
Sinair Travel Sdn. Bhd.,+60 (07) 3543399
Sinergia Travels Sdn Bhd,+60 (03) 79323272
Singamata Adventures & Reef Resort Sdn Bhd,+60 (089) 784828
Singgahsana Lodge Adventures Sdn Bhd,+60 (082) 547930
Sin-Pen Travel Sdn. Bhd.,+60 (04) 2266161
Sipadan Dive Centre Sdn. Bhd.,+06 (088) 240584
Sipadan Eco Tour & Adventure Sdn Bhd,+60 (16) 8031387
Sipadan Pom Pom Resort & Tours Sdn Bhd,+06 (088) 484083
Sithra Bumi Travel & Tours Sdn. Bhd.,+60 (7) 5628297
Sitt Travel (Bintulu) Sdn Bhd,+60 (086) 318502
Sitt Travel (Miri) Sdn Bhd,+60 (085) 420567
Sitt Travel (Sibu) Sdn. Bhd.,+60 (084) 320168
Sitty Travel Sdn. Bhd.,+60 (07) 2525768
SJS Holidays Sdn Bhd,+60 (07) 3646432
SK Holidays Sdn. Bhd.,+60 (04) 9666558
SK Success Travel & Tours Sdn. Bhd.,(06) 5567304
SK Travel & Car Hire (M) Sdn Bhd,+60 (03) 91002362
Skalli Transportation & Tours Sdn Bhd,+60 (04) 5027814
Skooba Asia Adventures Sdn Bhd,+60 (013) 8690940
SKR Holiday Sdn Bhd,+06 (06) 2344093
SKS Xplore Sdn Bhd,-
Sky Go Travel & Tours Sdn Bhd,+60 (10) 7979143
Sky Home Travel & Tours Sdn Bhd,+60 (07) 2210124
Sky Mirror Ent Vacation Sdn Bhd,+60 (016) 2660628
Sky Mirror Tour & Travel Sdn Bhd,+60 (10) 5091007
Skyhub Holidays Sdn. Bhd.,+60 (03) 97755188
Skylandsea Travel & Tours Sdn. Bhd.,+60 (019) 7262846
Skyworld Travel Sdn Bhd,+60 (03) 21455555
Skyzone Tours & Travel (Borneo) Sdn. Bhd.,+6 (088) 448871
Skyzone Tours And Travel Sdn. Bhd.,+60 (03) 92011828
Smart City Travel & Tours Sdn Bhd,(03) 42920228
Smart Global Adventures Sdn Bhd,+060 (7629) 2388
Smart IQ Travel Agency Sdn. Bhd.,+60 (03) 33252780
Smart Leisure & Travels Sdn Bhd,+60 (82) 346034
Smart Sweet Dreams Travel & Tours Sdn Bhd,+60 (03) 20313050
Smart Travels & Tours Sdn. Bhd.,+60 (03) 20322829
Smart World Travel & Tours Sdn Bhd,+06 (03) 28563559
Smartway Travel Sdn Bhd,+60 (05) 7168268
SMAS Travels Sdn. Bhd.,+06 (03) 22722000
SMI Holiday (M) Sdn. Bhd.,-
SMI Holiday (M) Sdn. Bhd.,+06 (03) 21488131
Smile KK Tours Sdn Bhd,+06 (088) 251073
Smile Vision Holidays Sdn.Bhd,+06 (03) 92268480
SML Smart Leisure Tour Sdn Bhd,+60 (018) 2348863
SMP Tours & Travel Sdn Bhd,+60 (089) 781172
Snowflakes Travel Sdn Bhd,+60 (012) 3170121
So Good Travel & Tours Sdn Bhd,+60 (03) 77330027
Solaan Tour & Travel Sdn Bhd,+60 (03) 60932314
Solaris Tawau Travel & Tours Sdn Bhd,+60 (089) 788108
Solo Tours Sdn. Bhd.,+60 (04) 5375555
Songland Travel Services Sdn Bhd,+60 (088) 272550
Soon Feng Travel & Tours Sdn Bhd,+6 (04) 9660142
Soon-Air Travel Corporation Sdn. Bhd.,+60 (082) 413422
Southern Sky Travel & Tours Sdn. Bhd.,+60 (07) 5585543
Sparkle Holidays Sdn Bhd,(03) 26988789
